timestamp,overall,index_vix,blue_chip,sz_growth,mid_small,hard_tech,iv_IO,iv_HO,iv_MO,iv_510050.XSHG,iv_510300.XSHG,iv_159919.XSHE,iv_159901.XSHE,iv_159915.XSHE,iv_510500.XSHG,iv_159922.XSHE,iv_588000.XSHG,iv_588080.XSHG,spread_index_bluechip,spread_bluechip_szgrowth,n_instruments,dq_flags,expected_instruments,missing_instruments,spread_index_vix_overall,spread_blue_chip_overall,spread_sz_growth_overall,spread_mid_small_overall,spread_hard_tech_overall
2024-07-15 10:00:00,19.276136924504613,19.63463577616228,13.265833423215176,22.08014997163093,19.24528150441248,26.690088630260288,14.283862534477285,13.623131728570051,25.227832700798142,12.741329461630402,13.777156764767806,13.93716860549508,17.319370021241564,22.458813417917135,19.335132862176323,18.862973256861743,26.854762836410544,26.24808367534119,6.368802352947105,-8.814316548415755,12,0,12,0,,,,,
2024-07-15 10:30:00,19.383584305526096,19.746169875809567,13.137867563869454,22.26073214583107,19.40854624199014,26.92963729725126,14.20529978868364,13.640001713433234,25.462230718844697,12.526826093997643,13.745378657593408,13.85064029504687,17.351997172822784,22.64818692348423,19.471871853357257,19.139117581855466,27.035728307505284,26.645875755695315,6.608302311940113,-9.122864581961617,12,0,12,0,,,,,
2024-07-15 11:00:00,19.214246559485662,19.551328725925575,13.074829922896033,21.97220361820936,19.390699974277062,26.597626898413928,14.143587030901797,13.408004261710625,25.18588561254053,12.4603717112639,13.68861670924503,13.765061782581023,17.099009532721578,22.358971736125028,19.506942363541583,18.89476096090607,26.722214170194107,26.264062872617384,6.476498803029543,-8.897373695313327,12,0,12,0,,,,,
2024-07-15 11:30:00,19.116655074344024,19.48789032902758,13.035644714389496,21.812597147040993,19.33049459315856,26.460800384423617,14.020899752984263,13.303268155128098,25.17574787102919,12.449345323221586,13.619622206104484,13.725514473929968,16.937728178076238,22.20143407570721,19.442756309604786,18.8555480057052,26.630293066900425,26.0067730996003,6.452245614638082,-8.776952432651496,12,0,12,0,,,,,
2024-07-15 13:30:00,19.044336497547327,19.393013870133498,13.037793778783996,21.76567245045948,19.37800044290214,26.169501895801915,14.07455328480833,13.12316168591206,24.99125383512798,12.423577012653416,13.6558114924877,13.72197047008861,16.91360688465814,22.15394443132343,19.472015738833473,18.984259508879155,26.26504155380725,25.915015620934124,6.355220091349498,-8.727878671675484,12,0,12,0,,,,,
2024-07-15 14:00:00,19.02156358378844,19.15540797901783,13.005939013187383,21.66847036133975,19.2862517448427,26.30652369619821,13.839569137417094,12.948351951416589,24.72874011317962,12.361093404641409,13.634322139520208,13.81726531306107,16.933471068150464,22.050041683884736,19.3837312650313,18.8761038938675,26.41657929606237,26.015255788108604,6.149468965830451,-8.662531348152367,12,0,12,0,,,,,
2024-07-15 14:30:00,18.95478075367636,18.958992255085253,12.995773826622372,21.54990951427314,19.277727178524447,26.16783253846483,13.859310241581596,12.94318664164087,24.3387642486946,12.403807528160137,13.555544024877891,13.8233083678275,17.026696667878337,21.917813035805036,19.36527476863962,18.91265215008956,26.31057613963418,25.788226708587292,5.963218428462881,-8.554135687650767,12,0,12,0,,,,,
2024-07-15 15:00:00,18.65716863578716,18.725866139828938,12.8956366974173,21.192273471069957,19.182008086618097,25.451737902411224,13.565154553405556,12.979314231442508,24.089433783943942,12.337187605716096,13.418825738771568,13.719288246489702,16.85256216731195,21.550559840407203,19.2775345587216,18.785889324998788,25.61483272151571,25.01846575653704,5.830229442411637,-8.296636773652656,12,0,12,0,,,,,
2024-07-16 10:00:00,18.7004865156164,18.7906954390996,12.969262718231905,21.041789544029633,19.2393292311665,25.49140294346269,13.41819911277216,13.030392572471795,24.2786403328903,12.481171622719009,13.43018430290383,13.638369709371162,16.552704006127794,21.40344718965502,19.31529572120452,18.916793500914896,25.622996186570106,25.139190177035875,5.821432720867696,-8.072526825797729,12,0,12,0,,,,,
2024-07-16 10:30:00,18.64403022569491,18.466335317852,12.854358965755068,21.144486841123996,19.247129824903283,25.3764864082524,13.488111736608216,12.810931783616262,23.667915944191563,12.435995400359715,13.2163635878823,13.595701086236929,16.382661391442163,21.530280157386414,19.29754441504818,19.030019648119787,25.557034907104192,24.892798622365344,5.611976352096933,-8.29012787536893,12,0,12,0,,,,,
2024-07-16 11:00:00,18.494262853311746,18.33448643177438,12.857090664100651,20.968511556244955,19.111832706698713,25.05442102416831,13.282825644884866,12.68741300703208,23.56369202888211,12.39833221138933,13.29126294289464,13.492369301243729,16.356670435893207,21.348134580571525,19.160935665451543,18.900356495405227,25.1720459861281,24.743293406310592,5.477395767673729,-8.111420892144304,12,0,12,0,,,,,
2024-07-16 11:30:00,18.23851531171843,18.36394035654976,12.735809926816058,20.621754381037963,19.012341404715592,24.49674968356632,13.37911976573139,12.49148214062514,23.593766820245634,12.255072585081036,13.178273310222323,13.464688854479087,16.45828779330153,20.9695199907676,19.086346626066415,18.693823315320472,24.579020239903244,24.280726497924466,5.6281304297337,-7.885944454221905,12,0,12,0,,,,,
2024-07-16 13:30:00,18.29380586059403,18.32625514534622,12.771916370990056,20.58100680530162,18.89511328634824,24.857046959750974,13.175221373329766,12.397331416915526,23.63292420693596,12.309396898544628,13.19934725665885,13.448385019230937,16.33060686430154,20.939014513193328,18.961720686424695,18.612951732305262,24.919964825276857,24.69744808633965,5.554338774356163,-7.809090434311562,12,0,12,0,,,,,
